,Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Condition,Mileage,Region,Price,Negotiable
4325,Volkswagen,Passat,2015,Other,Silver,0,2.5,2,0,Used,70000.0,Jeddah,73000.0,False
4326,Ford,Expedition,2012,Saudi,Silver,2,1.5674798161793047,0,0,Used,360000.0,Riyadh,30000.0,False
4327,Dodge,Charger,2013,Saudi,Red,0,5.7,0,0,Used,144000.0,Yanbu,59000.0,False
4331,Mercedes,C,2016,Other,Navy,0,2.2,0,0,Used,95000.0,Jeddah,127000.0,False
4333,BMW,The 7,2018,Saudi,White,0,1.5674798161793047,0,0,Used,52000.0,Riyadh,200000.0,False
4334,Toyota,Avalon,2017,Saudi,White,2,1.2,0,0,Used,200000.0,Riyadh,80000.0,False
4335,Lexus,ES,2016,Other,Bronze,1,3.5,0,0,Used,104000.0,Al-Ahsa,98000.0,False
4336,Chrysler,C300,2017,Other,Silver,1,3.6,0,0,Used,77000.0,Al-Ahsa,82000.0,False
4337,Chrysler,C300,2016,Other,White,1,3.6,0,0,Used,100000.0,Al-Ahsa,79500.0,False
4338,Kia,Rio,2016,Saudi,Silver,2,1.4,0,0,Used,119000.0,Dammam,20000.0,False
4339,Toyota,Camry,2002,Other,Green,2,2.4,0,1,Used,450000.0,Najran,14000.0,False
4342,GAC,GS3,2021,Saudi,White,0,1.3,0,0,Used,9000.0,Al-Ahsa,57000.0,False
4344,Toyota,Ciocca,2009,Saudi,Grey,1,5.7,0,0,Used,349900.0,Makkah,25000.0,False
4346,INFINITI,QX,2015,Saudi,Grey,0,5.0,0,0,Used,123000.0,Riyadh,70000.0,False
4347,Toyota,Furniture,2019,Saudi,White,1,2.7,0,0,Used,37000.0,Dammam,107000.0,False
4348,Hyundai,Sonata,2018,Saudi,Another Color,2,2.4,0,0,Used,68000.0,Riyadh,53000.0,False
4350,Kia,Rio,2015,Saudi,Red,2,1.6,0,0,Used,150.0,Riyadh,22000.0,False
4351,Kia,Sportage,2018,Saudi,White,2,2.0,0,0,Used,129000.0,Dammam,60000.0,False
4352,Changan,Eado,2021,Saudi,Brown,0,1.6,0,0,Used,1000.0,Jeddah,60000.0,False
4354,Toyota,Avalon,2020,Saudi,Black,0,1.5674798161793047,0,0,Used,48000.0,Al-Medina,2465.0,False
4355,Maserati,Quattroporte,2015,Saudi,Navy,0,3.0,0,0,Used,125000.0,Dammam,125000.0,False
4356,Hyundai,Accent,2018,Saudi,White,2,1.4,0,0,Used,108000.0,Dammam,34000.0,False
4357,Nissan,Datsun,2016,Saudi,White,1,2.4,0,1,Used,39000.0,Dammam,52000.0,False
4358,Ford,Taurus,2019,Saudi,White,2,3.0,0,0,Used,77000.0,Riyadh,77000.0,False
4359,Lexus,GS,2017,Gulf Arabic,White,0,1.0,0,0,Used,69000.0,Al-Ahsa,163000.0,False
4361,Hyundai,Senta fe,2016,Saudi,White,0,3.3,0,0,Used,131000.0,Al-Ahsa,60000.0,False
4365,GMC,Sierra,2002,Gulf Arabic,White,2,1.4,0,1,Used,252000.0,Makkah,12500.0,False
4368,Toyota,Land Cruiser,2016,Saudi,White,0,4.6,0,0,Used,228000.0,Dammam,160000.0,False
4369,Mercedes,S,2014,Saudi,Black,1,1.5674798161793047,0,0,Used,90000.0,Riyadh,220000.0,False
4370,Toyota,Hilux,2018,Saudi,White,1,2.7,0,1,Used,31000.0,Dammam,72000.0,False
4371,Chevrolet,Caprice,2013,Saudi,Silver,2,6.0,0,0,Used,93000.0,Dammam,79000.0,False
4372,Ford,Edge,2014,Saudi,White,0,1.5674798161793047,0,0,Used,186000.0,Al-Ahsa,54000.0,False
4373,Ford,Edge,2017,Gulf Arabic,White,0,1.7,0,0,Used,60000.0,Al-Ahsa,105000.0,False
4374,Cadillac,Escalade,2015,Saudi,Brown,0,8.3,0,0,Used,241000.0,Al-Medina,140000.0,False
4376,Dodge,Charger,2012,Saudi,Red,2,3.6,0,0,Used,300.0,Jeddah,38000.0,False
4378,Mercedes,C,2018,Gulf Arabic,Silver,0,2.0,0,0,Used,57000.0,Dammam,175000.0,False
4379,Hyundai,Accent,2019,Saudi,Grey,2,1.4,0,0,Used,115300.0,Dammam,35000.0,False
4380,Audi,A6,2014,Saudi,White,0,3.5,0,0,Used,79000.0,Jeddah,85000.0,False
4381,Mercedes,C,2016,Saudi,Another Color,0,2.0,0,0,Used,46000.0,Jeddah,142000.0,False
4384,Toyota,Corolla,2015,Gulf Arabic,Silver,1,2.5,0,0,Used,96000.0,Tabouk,40000.0,False
4385,Mercedes,E,1998,Saudi,Bronze,0,3.2,0,0,Used,490000.0,Dammam,8500.0,False
4386,Geely,Azkarra,2021,Saudi,Grey,0,1.5,0,0,Used,20000.0,Qassim,78000.0,False
4387,Toyota,Camry,2021,Saudi,Silver,2,2.5,0,0,Used,10000.0,Taef,1519.0,False
4391,Ford,Marquis,2010,Other,White,0,3.0,0,0,Used,250.0,Tabouk,30000.0,False
4392,Kia,Optima,2018,Saudi,Black,2,2.0,0,0,Used,135000.0,Dammam,1345.0,False
4393,Toyota,Corolla,2020,Saudi,Silver,2,1.6,0,0,Used,48563.0,Hail,1002.0,False
4398,Kia,Cerato,2018,Gulf Arabic,White,2,1.6,0,0,Used,215000.0,Al-Medina,30000.0,False
4403,Kia,Cadenza,2020,Saudi,Navy,2,3.3,0,0,Used,33300.0,Riyadh,2191.0,False
4404,Toyota,Innova,2015,Saudi,White,0,2.7,0,0,Used,198.0,Riyadh,48000.0,False
4405,Cadillac,Escalade,2007,Other,Black,1,1.5674798161793047,0,0,Used,476000.0,Qassim,18000.0,False
4407,Ford,Taurus,2014,Gulf Arabic,White,0,1.5674798161793047,0,0,Used,266000.0,Taef,50000.0,False
4409,Chevrolet,Traverse,2014,Saudi,Black,2,1.5674798161793047,0,0,Used,195000.0,Riyadh,42000.0,False
4410,Kia,Carenz,2015,Saudi,White,2,2.0,0,0,Used,147.0,Riyadh,32000.0,False
4411,Hyundai,Sonata,2013,Saudi,White,2,2.4,0,1,Used,490000.0,Hafar Al-Batin,16000.0,False
4413,Toyota,Furniture,2020,Saudi,White,1,2.7,0,0,Used,28000.0,Dammam,110000.0,False
4415,Toyota,Land Cruiser,2006,Saudi,White,2,4.5,0,1,Used,86000.0,Dammam,90000.0,False
4416,Toyota,Land Cruiser,2006,Saudi,White,0,4.5,0,0,Used,199000.0,Dammam,77000.0,False
4417,Toyota,Land Cruiser,2006,Saudi,Another Color,0,4.5,0,0,Used,215000.0,Dammam,79000.0,False
4418,Toyota,Hilux,2018,Saudi,White,1,2.7,0,1,Used,201000.0,Dammam,85000.0,False
4419,GMC,Other,2006,Other,Black,0,1.5674798161793047,0,0,Used,348000.0,Makkah,16000.0,False
4421,Nissan,Pathfinder,2014,Saudi,Silver,1,6.0,0,0,Used,23800.0,Riyadh,40000.0,False
4423,Jeep,Grand Cherokee,2015,Saudi,Silver,2,3.6,0,0,Used,148.0,Jeddah,69500.0,False
4425,Nissan,Datsun,2015,Saudi,White,0,1.5674798161793047,0,1,Used,200000.0,Taef,35000.0,False
4426,Hyundai,Accent,2007,Gulf Arabic,Blue,2,1.6,0,1,Used,382010.0,Riyadh,9000.0,False
4427,Mitsubishi,Pajero,2018,Saudi,White,0,3.8,0,0,Used,62000.0,Aseer,82000.0,False
4428,Jaguar,XF,2017,Saudi,Black,0,2.0,0,0,Used,100000.0,Aseer,95000.0,False
4429,Mercedes,C,2018,Other,Grey,0,2.0,0,0,Used,91000.0,Aseer,138000.0,False
4431,Mazda,CX5,2019,Saudi,White,2,1.5674798161793047,0,0,Used,84000.0,Hail,75000.0,False
4432,Chevrolet,Suburban,2007,Saudi,Black,0,1.5674798161793047,0,0,Used,300000.0,Qurayyat,30000.0,False
4433,Ford,Victoria,2011,Saudi,Another Color,2,4.6,0,0,Used,128000.0,Yanbu,43000.0,False
4434,Mazda,CX5,2021,Saudi,Blue,0,2.5,0,0,Used,4950.0,Makkah,117000.0,False
4435,Nissan,Pathfinder,2006,Saudi,Blue,1,4.0,0,0,Used,325000.0,Riyadh,15000.0,False
4438,GMC,Yukon,2013,Saudi,White,0,1.5674798161793047,0,0,Used,19400.0,Yanbu,95000.0,False
4441,Toyota,Hilux,2009,Saudi,White,2,1.5,0,1,Used,25788.0,Makkah,30000.0,False
4442,Toyota,Prado,2018,Saudi,White,1,4.0,0,0,Used,131000.0,Qassim,137000.0,False
4444,Hyundai,Elantra,2014,Saudi,White,0,1.6,0,0,Used,410000.0,Riyadh,25000.0,False
4448,Audi,A7,2016,Saudi,Grey,0,3.0,0,0,Used,130000.0,Dammam,125000.0,False
4449,Daihatsu,Delta,1990,Gulf Arabic,Another Color,0,1.5674798161793047,0,0,Used,15800.0,Najran,50000.0,False
4452,Chevrolet,Impala,2016,Saudi,White,1,1.5674798161793047,0,0,Used,51000.0,Riyadh,62000.0,False
4453,Chevrolet,Tahoe,2011,Saudi,Another Color,1,5.3,0,0,Used,206000.0,Riyadh,37000.0,False
4455,Hyundai,Sonata,2016,Saudi,White,0,2.4,0,0,Used,230000.0,Aseer,45000.0,False
4456,GMC,Yukon,2013,Saudi,Bronze,1,1.5674798161793047,0,0,Used,7800.0,Dammam,110000.0,False
4457,Toyota,Camry,2014,Gulf Arabic,White,2,1.5674798161793047,0,0,Used,130000.0,Jeddah,37000.0,False
4461,Toyota,Camry,2007,Gulf Arabic,Silver,0,2.4,0,1,Used,450.0,Tabouk,16500.0,False
4462,Geely,Azkarra,2021,Saudi,White,0,1.5,0,0,Used,23000.0,Dammam,75000.0,False
4463,Hyundai,Sonata,2018,Saudi,Grey,1,2.4,0,0,Used,179000.0,Makkah,42000.0,False
4464,Toyota,Land Cruiser,2014,Gulf Arabic,White,0,4.6,0,0,Used,213000.0,Dammam,142000.0,False
4465,Toyota,Land Cruiser,2015,Gulf Arabic,White,0,4.6,0,0,Used,280000.0,Dammam,140000.0,False
4466,Toyota,Land Cruiser,2013,Saudi,White,0,4.6,0,0,Used,281000.0,Dammam,135000.0,False
4467,Toyota,Land Cruiser,2015,Gulf Arabic,White,1,4.6,0,0,Used,248000.0,Dammam,135000.0,False
4468,Toyota,Land Cruiser,2013,Gulf Arabic,White,0,4.6,0,0,Used,308000.0,Dammam,120000.0,False
4469,Toyota,Innova,2020,Saudi,White,2,2.7,0,0,Used,50000.0,Dammam,83000.0,False
4470,Toyota,Rav4,2018,Saudi,White,1,2.5,0,0,Used,74000.0,Dammam,79000.0,False
4471,Mazda,CX9,2016,Gulf Arabic,White,0,3.7,0,0,Used,193000.0,Dammam,68000.0,False
4472,Ford,Expedition,2014,Saudi,Black,1,5.4,0,0,Used,151000.0,Dammam,65000.0,False
4473,Nissan,X-Trail,2017,Saudi,White,1,2.5,0,0,Used,99000.0,Dammam,62000.0,False
4474,Hyundai,H1,2016,Saudi,Silver,1,2.4,0,0,Used,91000.0,Dammam,52000.0,False
4475,Ford,Expedition,2013,Saudi,Black,2,5.4,0,0,Used,190000.0,Dammam,50000.0,False
4476,Toyota,Camry,2015,Saudi,White,2,2.5,0,0,Used,277000.0,Dammam,48000.0,False
4477,Ford,Expedition,2012,Saudi,Silver,2,5.4,0,0,Used,207000.0,Dammam,47000.0,False
4478,Toyota,Camry,2017,Saudi,Silver,2,2.5,0,0,Used,327000.0,Dammam,46000.0,False
4479,Toyota,Camry,2017,Saudi,Silver,2,2.5,0,0,Used,319000.0,Dammam,46000.0,False
4480,Kia,Carnival,2016,Saudi,Bronze,1,3.3,0,0,Used,243000.0,Dammam,46000.0,False
4481,Nissan,Navara,2016,Saudi,White,2,2.5,0,1,Used,55000.0,Dammam,45000.0,False
4482,Nissan,Navara,2016,Saudi,White,2,2.4,0,1,Used,204000.0,Dammam,42000.0,False
4483,Nissan,Patrol,2006,Saudi,White,2,4.0,0,1,Used,106000.0,Dammam,37000.0,False
4484,Hyundai,Accent,2017,Saudi,Brown,2,1.4,0,0,Used,186000.0,Dammam,30000.0,False
4485,Mercury,Grand Marquis,2011,Saudi,Blue,1,4.6,0,0,Used,300000.0,Dammam,27000.0,False
4487,Lexus,GS,2016,Other,Silver,1,2.5,0,0,Used,58000.0,Dammam,137000.0,False
4488,Chevrolet,Tahoe,2015,Other,White,0,5.3,0,0,Used,193000.0,Dammam,118000.0,False
4489,Ford,Taurus,2017,Other,Grey,1,3.5,0,0,Used,131000.0,Dammam,67000.0,False
4490,Ford,Taurus,2016,Other,Grey,1,3.5,0,0,Used,123000.0,Dammam,65000.0,False
4491,Ford,Expedition,2013,Saudi,White,0,3.8,0,0,Used,300000.0,Dammam,55000.0,False
4492,Toyota,Corolla,2018,Saudi,White,2,1.6,0,0,Used,67000.0,Dammam,52000.0,False
4493,Toyota,Corolla,2018,Saudi,Silver,2,1.6,0,0,Used,69600.0,Dammam,52000.0,False
4494,Toyota,Corolla,2018,Saudi,Silver,2,1.6,0,0,Used,52000.0,Dammam,51000.0,False
4495,Hyundai,Accent,2019,Saudi,White,2,1.4,0,0,Used,54000.0,Dammam,42000.0,False
4496,Hyundai,Accent,2019,Saudi,Silver,2,1.4,0,0,Used,80000.0,Dammam,42000.0,False
4497,Hyundai,Accent,2018,Saudi,Silver,2,1.4,0,0,Used,117000.0,Dammam,33000.0,False
4499,BMW,The 5,2016,Saudi,Silver,0,2.0,0,0,Used,120000.0,Riyadh,61000.0,False
4519,GMC,Sierra,2014,Saudi,Brown,1,5.3,0,0,Used,155000.0,Riyadh,66500.0,False
4520,Nissan,Navara,2016,Saudi,White,2,2.5,0,1,Used,185000.0,Hail,43000.0,False
4521,Toyota,Camry,2007,Saudi,White,0,1.5674798161793047,0,0,Used,420.0,Al-Medina,30000.0,False
4522,Toyota,Innova,2016,Saudi,White,1,1.5674798161793047,0,0,Used,224000.0,Al-Medina,62000.0,False
4524,Mercedes,S,2020,Gulf Arabic,Black,0,3.0,0,0,Used,53000.0,Dammam,365000.0,False
4525,Toyota,Innova,2015,Saudi,White,0,2.7,0,0,Used,170000.0,Makkah,50000.0,False
4527,Toyota,Corolla,2013,Saudi,White,1,1.6,0,0,Used,190000.0,Jeddah,21000.0,False
4528,Ford,Explorer,2016,Saudi,Navy,2,3.5,0,0,Used,87300.0,Riyadh,105000.0,False
4529,Hyundai,Tucson,2018,Saudi,Another Color,2,1.6,0,0,Used,146000.0,Dammam,75000.0,False
4530,Ford,Expedition,2013,Saudi,Black,2,5.4,0,0,Used,270000.0,Riyadh,49500.0,False
4532,Nissan,Gloria,1999,Saudi,White,0,3.0,0,0,Used,147500.0,Riyadh,27500.0,False
4534,BMW,The 5,2009,Saudi,Black,0,2.3,0,0,Used,216500.0,Riyadh,24000.0,False
4535,Mercury,Grand Marquis,2008,Other,Navy,0,4.0,0,0,Used,362000.0,Jeddah,19000.0,False
4538,Mercedes,S,2015,Other,Black,0,1.5674798161793047,0,0,Used,300000.0,Riyadh,188000.0,False
4539,Chevrolet,Suburban,1997,Other,Oily,1,6.0,0,0,Used,292764.0,Al-Medina,4000.0,False
4543,Toyota,FJ,2008,Saudi,Bronze,0,4.0,0,0,Used,300000.0,Riyadh,50000.0,False
4544,Toyota,Furniture,2015,Saudi,White,1,4.0,0,0,Used,103000.0,Dammam,86000.0,False
4545,Toyota,Hilux,2015,Saudi,White,0,1.5674798161793047,0,1,Used,184000.0,Aseer,70000.0,False
4547,BMW,The 5,2018,Gulf Arabic,Black,2,1.5674798161793047,0,0,Used,16000.0,Jubail,145000.0,False
4549,Nissan,Patrol,2019,Saudi,White,0,1.5674798161793047,0,0,Used,42000.0,Jeddah,185000.0,False
4551,Chevrolet,Tahoe,2014,Saudi,Silver,1,3.5,0,0,Used,95560.0,Dammam,80000.0,False
4552,Hyundai,Elantra,2020,Saudi,White,2,2.0,0,0,Used,130000.0,Dammam,53000.0,False
4553,Toyota,FJ,2012,Saudi,Black,0,4.0,0,0,Used,35000.0,Riyadh,70000.0,False
4554,Toyota,Land Cruiser,2007,Gulf Arabic,White,1,4.5,0,1,Used,480000.0,Dammam,62000.0,False
4555,Ford,Expedition,2009,Saudi,Grey,2,1.5674798161793047,0,0,Used,318500.0,Riyadh,24500.0,False
4556,Hyundai,Accent,2016,Saudi,White,2,1.4,0,0,Used,115.0,Riyadh,22500.0,False
4557,Toyota,Hilux,2015,Saudi,White,2,2.7,0,1,Used,300000.0,Riyadh,75000.0,False
4558,Ford,Victoria,2011,Saudi,Brown,0,1.5674798161793047,0,0,Used,343000.0,Jeddah,29000.0,False
4559,Lexus,LX,2020,Saudi,White,0,5.7,0,0,Used,30000.0,Dammam,468000.0,False
4560,Land Rover,Range Rover,2020,Other,Black,0,5.0,0,0,Used,19000.0,Dammam,610000.0,False
4561,Toyota,Corolla,2015,Saudi,Silver,1,1.6,0,0,Used,201000.0,Jeddah,35000.0,False
4562,Chevrolet,Spark,2019,Saudi,White,2,1.4,0,0,Used,90000.0,Riyadh,26000.0,False
4563,Nissan,Sunny,2018,Saudi,White,2,1.5674798161793047,0,0,Used,92904.0,Riyadh,25000.0,False
4564,Hyundai,Accent,2018,Saudi,White,2,1.5674798161793047,0,0,Used,100000.0,Riyadh,33000.0,False
4566,Mercedes,SEL,1990,Other,Grey,0,4.0,0,0,Used,89000.0,Dammam,75000.0,False
4567,Mazda,3,2018,Saudi,Brown,2,2.0,0,0,Used,100000.0,Riyadh,53000.0,False
4568,Toyota,Avalon,2011,Saudi,White,0,3.5,0,0,Used,359000.0,Riyadh,60000.0,False
4569,Mercedes,S,2018,Saudi,Another Color,1,3.0,0,0,Used,590.0,Dammam,390000.0,False
4570,Lexus,LX,2018,Saudi,Navy,0,5.7,0,0,Used,98000.0,Riyadh,365000.0,False
4571,Toyota,Prado,2018,Gulf Arabic,White,2,4.0,0,0,Used,90000.0,Jeddah,138000.0,False
4572,Mitsubishi,Pajero,2015,Saudi,Brown,1,3.5,0,0,Used,99000.0,Al-Ahsa,55000.0,False
4573,Toyota,Camry,2017,Saudi,Another Color,2,1.5674798161793047,0,0,Used,84000.0,Qassim,45000.0,False
4574,Hyundai,Accent,2016,Saudi,Grey,2,1.5674798161793047,0,0,Used,151000.0,Dammam,24000.0,False
4578,GMC,Yukon,2009,Saudi,Another Color,0,6.0,0,0,Used,182.0,Dammam,42000.0,False
4579,Toyota,Yaris,2019,Saudi,White,2,1.5,0,0,Used,30000.0,Dammam,46000.0,False
4580,Ford,Expedition,2003,Saudi,Black,0,5.4,0,0,Used,400000.0,Al-Jouf,4000.0,False
4581,Hyundai,Tucson,2015,Gulf Arabic,White,2,2.0,0,0,Used,66000.0,Jeddah,47000.0,False
4582,Mercedes,S,2015,Other,Black,0,1.5674798161793047,0,0,Used,300000.0,Riyadh,188000.0,False
4585,Kia,Optima,2018,Other,Black,1,1.5674798161793047,0,0,Used,125000.0,Tabouk,55000.0,False
4586,Chevrolet,Silverado,2010,Other,White,1,1.5674798161793047,0,0,Used,73000.0,Al-Ahsa,37000.0,False
4587,Nissan,Maxima,2014,Gulf Arabic,White,1,1.5674798161793047,0,0,Used,180.0,Riyadh,40000.0,False
4588,Nissan,Patrol,2019,Gulf Arabic,White,1,1.5674798161793047,0,0,Used,72000.0,Najran,160000.0,False
4589,Toyota,Land Cruiser,2004,Saudi,White,0,4.0,0,1,Used,600000.0,Jeddah,34800.0,False
4590,Hyundai,Tuscani,2016,Saudi,Red,1,2.0,0,0,Used,95000.0,Riyadh,55000.0,False
4592,Ford,Victoria,2011,Saudi,Bronze,0,1.2,0,0,Used,60000.0,Jeddah,55000.0,False
4596,Chevrolet,Kaptiva,2012,Saudi,Black,1,1.9,0,0,Used,50000.0,Al-Medina,27000.0,False
4599,Jeep,Compass,2016,Saudi,White,0,2.4,0,0,Used,247885.0,Jazan,38999.0,False
4600,Toyota,Prado,2006,Saudi,Silver,1,1.5674798161793047,0,1,Used,2800000.0,Makkah,35000.0,False
4603,Toyota,Camry,2015,Saudi,White,2,1.5,0,0,Used,180.0,Arar,28000.0,False
4604,Kia,Optima,2019,Saudi,Brown,2,2.0,0,0,Used,91000.0,Qassim,1440.0,False
4608,Toyota,Land Cruiser,2016,Gulf Arabic,White,0,1.5674798161793047,0,1,Used,95000.0,Hail,160000.0,False
4611,Nissan,Armada,2012,Saudi,Blue,0,1.5674798161793047,0,0,Used,138000.0,Jeddah,60000.0,False
4612,Audi,A3,2016,Saudi,Navy,0,1.5674798161793047,0,0,Used,59000.0,Jeddah,70000.0,False
4613,Toyota,Camry,2019,Saudi,White,0,1.5674798161793047,0,0,Used,36000.0,Aseer,95000.0,False
4614,Nissan,Murano,2008,Saudi,Black,2,1.0,0,0,Used,300.0,Riyadh,9500.0,False
4617,Chevrolet,Tahoe,2013,Saudi,Black,2,1.8,0,0,Used,350000.0,Dammam,50000.0,False
4619,Kia,Sportage,2017,Saudi,Golden,2,2.0,0,0,Used,75000.0,Al-Ahsa,50000.0,False
4621,Toyota,Cressida,1991,Other,White,0,2.4,0,1,Used,100.0,Riyadh,5000.0,False
4622,Lexus,LX,2020,Saudi,Black,0,5.7,0,0,Used,10800.0,Jeddah,418000.0,False
4625,Ford,Expedition,2007,Saudi,Blue,1,1.5674798161793047,0,0,Used,300.0,Aseer,18000.0,False
4626,Hyundai,Elantra,2006,Other,Golden,2,1.0,0,1,Used,2500.0,Jeddah,9500.0,False
4628,Land Rover,Range Rover,2020,Saudi,Black,0,5.0,0,0,Used,100.0,Dammam,700000.0,False
4629,BMW,X,2020,Gulf Arabic,Oily,0,3.0,0,0,Used,2300.0,Dammam,465000.0,False
4630,BMW,The 7,2020,Gulf Arabic,White,0,2.0,0,0,Used,4500.0,Dammam,325000.0,False
4631,Aston Martin,DB9,2010,Saudi,Bronze,0,6.0,0,0,Used,71000.0,Dammam,180000.0,False
4632,Maserati,Quattroporte,2014,Gulf Arabic,White,0,3.8,0,0,Used,115000.0,Dammam,125000.0,False
4633,Porsche,Cayman,2008,Saudi,Blue,0,2.0,0,0,Used,66000.0,Dammam,70000.0,False
4634,Maserati,Levante,2020,Saudi,Blue,0,3.0,0,0,Used,500.0,Dammam,370000.0,False
4635,Audi,A8,2019,Saudi,Navy,0,3.0,0,0,Used,41000.0,Dammam,325000.0,False
4636,Audi,A8,2018,Gulf Arabic,Black,0,3.0,0,0,Used,68800.0,Dammam,315000.0,False
4637,Mercedes,C,2019,Saudi,Silver,1,2.0,0,0,Used,44000.0,Dammam,185000.0,False
4638,Mercedes,C,2018,Saudi,Grey,0,3.0,0,0,Used,44000.0,Dammam,180000.0,False
4639,Suzuki,Jimny,2020,Saudi,White,0,1.5,0,0,Used,12000.0,Dammam,175000.0,False
4640,Mercedes,C,2015,Saudi,Red,0,2.0,0,0,Used,125000.0,Dammam,119000.0,False
4646,Ford,Taurus,2010,Other,Silver,1,1.5674798161793047,0,0,Used,318000.0,Riyadh,23000.0,False
4647,Maserati,Levante,2020,Saudi,Blue,0,3.0,0,0,Used,3000.0,Dammam,385000.0,False
4651,Toyota,Camry,2017,Other,Silver,0,2.5,0,0,Used,88348.0,Qassim,70000.0,False
4652,Toyota,Furniture,2015,Saudi,Grey,1,2.7,0,0,Used,114900.0,Jeddah,55000.0,False
4653,Bentley,Flying Spur,2009,Saudi,White,0,6.0,0,0,Used,49000.0,Makkah,220000.0,False
4654,Chevrolet,Cruze,2013,Saudi,Grey,1,1.8,0,0,Used,197000.0,Dammam,14500.0,False
4656,Chevrolet,Tahoe,2020,Saudi,Grey,2,1.5674798161793047,0,0,Used,30000.0,Dammam,155000.0,False
4658,BMW,The 7,2018,Saudi,White,1,3.6,0,0,Used,36000.0,Riyadh,230000.0,False
4660,Jeep,Grand Cherokee,2013,Saudi,Grey,0,5.7,0,0,Used,77000.0,Dammam,77000.0,False
4661,Toyota,Camry,2016,Gulf Arabic,White,2,2.5,0,0,Used,73000.0,Qassim,61000.0,False
4662,Jaguar,F-Pace,2017,Other,White,1,2.0,2,0,Used,199.0,Riyadh,155000.0,False
4663,Toyota,Furniture,2017,Saudi,Silver,1,4.0,0,0,Used,83000.0,Al-Medina,110000.0,False
4664,GMC,Suburban,2000,Saudi,Another Color,1,6.0,0,0,Used,128000.0,Aseer,80000.0,False
4666,Mercedes,E,2017,Gulf Arabic,Oily,0,2.0,0,0,Used,31000.0,Riyadh,226000.0,False
4667,Hyundai,Accent,2019,Saudi,Silver,2,1.4,0,0,Used,72000.0,Dammam,40000.0,False
4668,Great Wall,Wingle,2020,Saudi,Another Color,0,2.0,2,1,Used,73000.0,Jeddah,1197.0,False
4669,Chevrolet,Impala,2016,Saudi,Black,0,3.6,0,0,Used,162000.0,Dammam,80000.0,False
4671,Toyota,Camry,2019,Saudi,Brown,0,3.5,0,0,Used,77000.0,Khobar,90000.0,False
4672,Ford,Mustang,2015,Other,Black,2,5.0,0,1,Used,119000.0,Dammam,85000.0,False
4675,Hyundai,Senta fe,2016,Saudi,White,1,3.3,0,0,Used,212000.0,Dammam,57000.0,False
4676,Toyota,Corolla,2010,Saudi,White,2,1.6,0,1,Used,3500000.0,Sakaka,22000.0,False
4677,Hyundai,Tucson,2013,Saudi,Silver,1,2.0,0,0,Used,120000.0,Jeddah,32000.0,False
4678,Volkswagen,Jetta,2017,Saudi,White,0,2.5,0,0,Used,82000.0,Riyadh,54000.0,False
4679,Ford,Taurus,2015,Other,White,0,3.0,0,0,Used,217000.0,Riyadh,49000.0,False
4682,Nissan,Altima,2018,Gulf Arabic,White,1,2.5,0,0,Used,78592.0,Qassim,64000.0,False
4684,Toyota,Prado,2020,Saudi,White,1,4.0,0,0,Used,17000.0,Dammam,173000.0,False
4685,Mercedes,S,2014,Gulf Arabic,Blue,0,5.0,0,0,Used,124000.0,Dammam,215000.0,False
4689,Chevrolet,Spark,2017,Saudi,White,1,1.5674798161793047,0,0,Used,108.0,Dammam,20000.0,False
4690,Nissan,Sylvian Bus,1998,Saudi,White,2,1.5674798161793047,0,1,Used,200000.0,Dammam,14000.0,False
4691,Toyota,Camry,2001,Saudi,Silver,2,1.5674798161793047,0,1,Used,439000.0,Dammam,12000.0,False
4693,GMC,Yukon,2002,Other,Black,1,5.3,0,0,Used,300000.0,Jeddah,10000.0,False
4694,Hyundai,Sonata,2019,Saudi,Silver,2,2.4,0,0,Used,110875.0,Riyadh,57000.0,False
4695,Renault,Dokker,2018,Saudi,White,2,1.6,0,1,Used,88000.0,Riyadh,30000.0,False
4696,Toyota,Prado,2018,Gulf Arabic,White,1,4.0,0,0,Used,92000.0,Dammam,130000.0,False
4697,Toyota,Land Cruiser,2021,Saudi,White,1,4.5,2,0,Used,15000.0,Dammam,262000.0,False
4698,Ford,Fusion,2012,Saudi,White,2,2.5,0,0,Used,219000.0,Jazan,14500.0,False
4699,Lexus,LX,2014,Saudi,Grey,0,5.7,0,0,Used,150000.0,Dammam,190000.0,False
4701,Ford,Mustang,2001,Other,Another Color,0,3.8,0,0,Used,163000.0,Jubail,12000.0,False
4702,Toyota,Land Cruiser Pickup,2018,Saudi,Another Color,0,1.5674798161793047,0,1,Used,28000.0,Dammam,147000.0,False
4703,Toyota,Hilux,2016,Gulf Arabic,White,0,2.7,0,1,Used,172000.0,Dammam,77000.0,False
4704,Toyota,Land Cruiser,2019,Saudi,White,0,4.6,0,0,Used,63000.0,Dammam,252000.0,False
4705,GMC,Sierra,2015,Saudi,Silver,2,1.5674798161793047,0,0,Used,86000.0,Dammam,98000.0,False
4706,Toyota,Land Cruiser,2019,Saudi,White,0,4.6,0,0,Used,53000.0,Dammam,255000.0,False
4707,Lexus,LX,2020,Gulf Arabic,Bronze,0,5.7,0,0,Used,9000.0,Dammam,423000.0,False
4708,Hyundai,Elantra,2019,Saudi,White,2,1.6,0,0,Used,73000.0,Dammam,48500.0,False
4709,GMC,Sierra,2015,Saudi,Silver,2,5.3,0,0,Used,77000.0,Dammam,105000.0,False
